playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
marquru01,1916,BRO,NL,WS,P,2,2,33,0,2,0,0,false,,0,1
merklfr01,1916,BRO,NL,WS,1B,1,1,27,9,1,1,0,false,,,
meyerch01,1916,BRO,NL,WS,C,3,3,75,21,8,0,0,false,2,1,4
milleot01,1916,BRO,NL,WS,C,2,2,67,8,3,0,1,false,0,0,2
mowremi01,1916,BRO,NL,WS,3B,5,5,142,8,15,2,1,false,,,
myershy01,1916,BRO,NL,WS,CF,5,5,142,9,1,0,1,false,,,
olsoniv01,1916,BRO,NL,WS,SS,5,5,142,9,12,4,0,false,,,
pfeffje01,1916,BRO,NL,WS,P,3,1,32,0,2,0,0,false,,0,2
ruckena01,1916,BRO,NL,WS,P,1,0,6,0,0,0,0,false,,0,1
smithsh01,1916,BRO,NL,WS,P,1,1,40,1,7,0,0,false,,0,0
stengca01,1916,BRO,NL,WS,RF,3,3,75,3,1,1,0,false,,,
wheatza01,1916,BRO,NL,WS,LF,5,5,142,14,0,1,0,false,,,
cicoted01,1917,CHA,AL,WS,P,3,2,69,0,7,1,0,false,,4,0
collied01,1917,CHA,AL,WS,2B,6,6,156,11,23,0,3,false,,,
collish01,1917,CHA,AL,WS,RF,6,6,126,4,1,3,0,false,,,
danfoda01,1917,CHA,AL,WS,P,1,0,3,0,1,0,0,false,,0,1
faberre01,1917,CHA,AL,WS,P,4,3,81,1,9,0,2,false,,0,1
felscha01,1917,CHA,AL,WS,CF,6,6,156,16,2,0,1,false,,,
gandich01,1917,CHA,AL,WS,1B,6,6,156,67,4,1,6,false,,,
jacksjo01,1917,CHA,AL,WS,LF,6,6,156,9,1,0,0,false,,,
leibone01,1917,CHA,AL,WS,RF,2,0,30,1,0,0,0,false,,,
mcmulfr01,1917,CHA,AL,WS,3B,6,6,156,2,14,0,2,false,,,
russere01,1917,CHA,AL,WS,P,1,1,0,0,0,0,0,false,,0,0
schalra01,1917,CHA,AL,WS,C,6,6,156,32,6,2,1,false,1,4,2
weavebu01,1917,CHA,AL,WS,SS,6,6,156,13,14,4,4,false,,,
willile01,1917,CHA,AL,WS,P,1,0,3,0,0,1,0,false,,0,0
anderfr01,1917,NY1,NL,WS,P,1,0,6,0,1,0,0,false,,1,0
bentoru01,1917,NY1,NL,WS,P,2,2,42,1,2,0,0,false,,0,2
burnsge01,1917,NY1,NL,WS,LF,6,6,153,11,0,0,0,false,,,
fletcar01,1917,NY1,NL,WS,SS,6,6,153,9,17,3,1,false,,,
herzobu01,1917,NY1,NL,WS,2B,6,6,153,11,12,2,3,false,,,
holkewa01,1917,NY1,NL,WS,1B,6,6,153,67,0,1,1,false,,,
kauffbe01,1917,NY1,NL,WS,CF,6,6,153,6,0,1,0,false,,,
mccarle01,1917,NY1,NL,WS,C,2,2,34,7,1,1,0,false,0,2,1
perripo01,1917,NY1,NL,WS,P,3,0,25,0,1,0,0,false,,2,3
raridbi01,1917,NY1,NL,WS,C,5,4,119,25,10,0,1,false,0,4,7
roberda01,1917,NY1,NL,WS,RF,6,5,153,6,2,1,0,false,,,
sallesl01,1917,NY1,NL,WS,P,2,2,46,0,8,0,0,false,,2,1
schupfe01,1917,NY1,NL,WS,P,2,2,31,1,4,0,0,false,,1,1
tesreje01,1917,NY1,NL,WS,P,1,0,3,0,0,0,0,false,,0,1
thorpji01,1917,NY1,NL,WS,RF,1,1,0,0,0,0,0,false,0,0,0
zimmehe01,1917,NY1,NL,WS,3B,6,6,153,9,14,2,0,false,,,
agnewsa01,1918,BOS,AL,WS,C,4,4,96,12,6,0,0,false,0,1,3
bushjo01,1918,BOS,AL,WS,P,2,1,27,0,3,0,0,false,,0,3
hoopeha01,1918,BOS,AL,WS,RF,6,6,159,11,0,0,0,false,,,
jonessa01,1918,BOS,AL,WS,P,1,1,27,1,3,0,0,false,,1,0
maysca01,1918,BOS,AL,WS,P,2,2,54,0,8,0,0,false,,2,2
mcinnst01,1918,BOS,AL,WS,1B,6,6,159,70,2,0,3,false,,,
ruthba01,1918,BOS,AL,WS,LF,2,0,7,1,0,0,0,false,,,
ruthba01,1918,BOS,AL,WS,P,2,2,51,0,5,0,1,false,,0,0
schanwa01,1918,BOS,AL,WS,C,5,2,63,9,5,0,0,false,1,2,2
scottev01,1918,BOS,AL,WS,SS,6,6,159,11,26,0,3,false,,,
sheanda01,1918,BOS,AL,WS,2B,6,6,159,15,16,0,3,false,,,
strunam01,1918,BOS,AL,WS,CF,6,6,159,8,2,0,0,false,,,
thomafr02,1918,BOS,AL,WS,3B,6,6,159,6,10,0,0,false,,,
whitege01,1918,BOS,AL,WS,LF,6,6,152,15,2,1,1,false,,,
dealch01,1918,CHN,NL,WS,3B,6,6,147,7,9,1,0,false,,,
douglph01,1918,CHN,NL,WS,P,1,0,3,0,0,1,0,false,,0,0
flackma01,1918,CHN,NL,WS,RF,6,6,156,14,2,1,0,false,,,
hendrcl01,1918,CHN,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
holloch01,1918,CHN,NL,WS,SS,6,6,156,11,17,1,6,false,,,
killebi01,1918,CHN,NL,WS,C,6,6,153,26,6,0,1,false,1,3,3
mannle01,1918,CHN,NL,WS,LF,6,6,156,7,0,0,0,false,,,
merklfr01,1918,CHN,NL,WS,1B,6,6,156,52,9,0,6,false,,,
ofarrbo01,1918,CHN,NL,WS,C,1,0,3,0,0,0,0,false,0,0,0
paskedo01,1918,CHN,NL,WS,CF,6,6,156,17,0,0,0,false,,,
pickch01,1918,CHN,NL,WS,2B,6,6,150,12,11,0,3,false,,,
tylerle01,1918,CHN,NL,WS,P,3,3,69,2,9,1,0,false,,1,2
vaughhi01,1918,CHN,NL,WS,P,3,3,81,6,11,0,1,false,,2,1
wortmch01,1918,CHN,NL,WS,2B,1,0,6,1,0,0,0,false,,,
zeidero01,1918,CHN,NL,WS,3B,2,0,9,1,2,0,0,false,,,
cicoted01,1919,CHA,AL,WS,P,3,3,65,0,6,2,1,false,,1,3
collied01,1919,CHA,AL,WS,2B,8,8,213,21,30,2,6,false,,,
collish01,1919,CHA,AL,WS,CF,1,1,27,1,0,0,0,false,,,
collish01,1919,CHA,AL,WS,RF,3,3,66,4,0,0,0,false,,,
felscha01,1919,CHA,AL,WS,CF,6,6,159,19,1,2,1,false,,,
felscha01,1919,CHA,AL,WS,RF,2,2,54,4,0,0,0,false,,,
gandich01,1919,CHA,AL,WS,1B,8,8,213,79,2,1,6,false,,,
jacksjo01,1919,CHA,AL,WS,LF,8,8,213,16,1,0,1,false,,,
jamesbi01,1919,CHA,AL,WS,P,1,0,14,0,0,0,0,false,,2,1
kerrdi01,1919,CHA,AL,WS,P,2,2,57,1,4,0,0,false,,2,2
leibone01,1919,CHA,AL,WS,CF,1,1,27,2,2,0,0,false,,,
leibone01,1919,CHA,AL,WS,RF,4,3,93,3,0,0,0,false,,,
lowdegr01,1919,CHA,AL,WS,P,1,0,3,0,1,0,0,false,,0,0
lynnby01,1919,CHA,AL,WS,C,1,0,11,1,0,0,0,false,0,0,0
mayerer01,1919,CHA,AL,WS,P,1,0,3,0,0,0,0,false,,0,0
risbesw01,1919,CHA,AL,WS,SS,8,8,213,23,30,4,6,false,,,
schalra01,1919,CHA,AL,WS,C,8,8,202,29,15,1,1,false,0,7,10
weavebu01,1919,CHA,AL,WS,3B,8,8,213,9,18,0,0,false,,,
wilkiro01,1919,CHA,AL,WS,P,2,0,22,0,2,0,0,false,,1,1
willile01,1919,CHA,AL,WS,P,3,3,49,1,2,0,0,false,,1,3
daubeja01,1919,CIN,NL,WS,1B,8,8,216,81,5,2,4,false,,,
duncapa01,1919,CIN,NL,WS,LF,8,8,216,9,1,0,0,false,,,
ellerho01,1919,CIN,NL,WS,P,2,2,54,0,2,0,0,false,,1,0
fishera01,1919,CIN,NL,WS,P,2,1,23,0,6,1,0,false,,0,3
grohhe01,1919,CIN,NL,WS,3B,8,8,216,8,19,3,2,false,,,
kopfla01,1919,CIN,NL,WS,SS,8,8,216,11,28,1,4,false,,,
luquedo01,1919,CIN,NL,WS,P,2,0,15,1,0,0,0,false,,0,0
nealegr01,1919,CIN,NL,WS,RF,8,8,216,19,0,1,0,false,,,
raridbi01,1919,CIN,NL,WS,C,5,5,135,25,3,1,0,false,0,4,3
rathmo01,1919,CIN,NL,WS,2B,8,8,216,21,17,2,4,false,,,
ringji01,1919,CIN,NL,WS,P,2,1,42,1,3,0,0,false,,3,0
roushed01,1919,CIN,NL,WS,CF,8,8,216,31,3,2,2,false,,,
ruethdu01,1919,CIN,NL,WS,P,2,2,42,0,2,0,0,false,,0,2
sallesl01,1919,CIN,NL,WS,P,2,2,40,1,4,0,0,false,,1,0
wingoiv01,1919,CIN,NL,WS,C,3,3,81,8,3,0,0,false,0,1,2
cadorle01,1920,BRO,NL,WS,P,2,1,6,1,1,0,0,false,,0,0
griffto01,1920,BRO,NL,WS,RF,7,6,138,10,0,0,0,false,,,
grimebu01,1920,BRO,NL,WS,P,3,3,58,1,7,1,0,false,,2,2
johnsji01,1920,BRO,NL,WS,3B,4,4,105,2,8,0,2,false,,,
kildupe01,1920,BRO,NL,WS,2B,7,7,177,15,28,0,4,false,,,
koneted01,1920,BRO,NL,WS,1B,7,7,177,70,7,1,4,false,,,
krueger01,1920,BRO,NL,WS,C,3,1,39,10,2,0,1,false,0,0,1
mamaual01,1920,BRO,NL,WS,P,3,0,12,0,1,0,0,false,,0,0
marquru01,1920,BRO,NL,WS,P,2,1,27,0,1,0,0,false,,0,0
milleot01,1920,BRO,NL,WS,C,6,6,138,17,6,0,0,false,2,2,5
mitchcl01,1920,BRO,NL,WS,P,1,0,14,1,0,0,0,false,,0,2
myershy01,1920,BRO,NL,WS,CF,7,7,177,15,1,0,1,false,,,
neisbe01,1920,BRO,NL,WS,RF,2,1,39,3,0,0,0,false,,,
olsoniv01,1920,BRO,NL,WS,SS,7,7,177,12,20,0,3,false,,,
pfeffje01,1920,BRO,NL,WS,P,1,0,9,0,0,0,0,false,,0,0
sheehja01,1920,BRO,NL,WS,3B,3,3,72,3,5,2,0,false,,,
smithsh01,1920,BRO,NL,WS,P,2,2,51,2,4,0,0,false,,0,2
wheatza01,1920,BRO,NL,WS,LF,7,7,177,15,0,2,0,false,,,
bagbyji01,1920,CLE,AL,WS,P,2,2,45,2,3,1,0,false,,1,3
burnsge02,1920,CLE,AL,WS,1B,4,3,93,38,1,1,4,false,,,
caldwra02,1920,CLE,AL,WS,P,1,1,1,0,0,0,0,false,,0,0
covelst01,1920,CLE,AL,WS,P,3,3,81,2,5,1,0,false,,0,0
evansjo01,1920,CLE,AL,WS,LF,4,3,87,7,0,0,0,false,,,
gardnla01,1920,CLE,AL,WS,3B,7,7,183,9,14,2,3,false,,,
graneja01,1920,CLE,AL,WS,LF,1,0,3,0,0,0,0,false,,,
graneja01,1920,CLE,AL,WS,RF,1,0,6,0,0,0,0,false,,,
jamiech01,1920,CLE,AL,WS,LF,5,4,93,8,1,0,1,false,,,
johnsdo01,1920,CLE,AL,WS,1B,5,4,90,28,6,0,3,false,,,
lunteha01,1920,CLE,AL,WS,2B,1,0,3,0,0,0,0,false,,,
mailsdu01,1920,CLE,AL,WS,P,2,1,47,1,4,0,1,false,,0,1
nunamle01,1920,CLE,AL,WS,C,1,0,3,0,0,0,0,false,0,0,0
oneilst01,1920,CLE,AL,WS,C,7,7,177,23,7,1,2,false,0,1,4
seweljo01,1920,CLE,AL,WS,SS,7,7,183,11,29,6,3,false,,,
smithel02,1920,CLE,AL,WS,RF,5,4,90,7,1,0,0,false,,,
speaktr01,1920,CLE,AL,WS,CF,7,7,183,18,0,0,0,false,,,
thomapi01,1920,CLE,AL,WS,C,1,0,3,1,0,0,0,false,0,0,0
uhlege01,1920,CLE,AL,WS,P,2,0,9,0,1,0,0,false,,0,0
wambsbi01,1920,CLE,AL,WS,2B,7,7,180,21,18,0,4,true,,,
woodjo02,1920,CLE,AL,WS,RF,4,3,87,7,0,0,0,false,,,
bancrda01,1921,NY1,NL,WS,SS,8,8,213,16,17,1,1,false,,,
barneje01,1921,NY1,NL,WS,P,3,0,49,1,1,0,0,false,,2,2
burnsge01,1921,NY1,NL,WS,CF,8,8,213,9,0,0,0,false,,,
douglph01,1921,NY1,NL,WS,P,3,3,78,3,8,0,0,false,,1,3
friscfr01,1921,NY1,NL,WS,3B,8,8,213,12,23,2,3,false,,,
kellyge01,1921,NY1,NL,WS,1B,8,8,213,85,6,0,4,false,,,
meuseir01,1921,NY1,NL,WS,LF,8,8,213,8,2,0,0,false,,,
nehfar01,1921,NY1,NL,WS,P,3,3,78,1,4,1,0,false,,3,2
rawlijo01,1921,NY1,NL,WS,2B,8,8,213,21,26,0,5,false,,,
smithea02,1921,NY1,NL,WS,C,2,2,51,7,2,0,1,false,0,3,2
snydefr01,1921,NY1,NL,WS,C,6,6,162,43,5,0,0,false,1,3,5
toneyfr01,1921,NY1,NL,WS,P,2,2,8,0,1,0,0,false,,0,0
youngro01,1921,NY1,NL,WS,RF,8,8,213,7,1,0,0,false,,,
bakerfr01,1921,NYA,AL,WS,3B,2,1,45,2,3,0,0,false,,,
colliri01,1921,NYA,AL,WS,P,1,0,2,0,0,0,0,false,,0,1
devoral01,1921,NYA,AL,WS,C,1,0,3,1,0,0,0,false,0,1,0
fewstch01,1921,NYA,AL,WS,LF,4,3,81,7,0,0,0,false,,,
harpeha01,1921,NYA,AL,WS,P,1,1,4,0,0,0,0,false,,0,0
hoytwa01,1921,NYA,AL,WS,P,3,3,81,0,6,0,0,false,,1,3
maysca01,1921,NYA,AL,WS,P,3,3,78,0,9,0,0,false,,2,1
mcnalmi01,1921,NYA,AL,WS,3B,7,7,165,5,11,3,2,false,,,
meusebo01,1921,NYA,AL,WS,RF,8,8,210,10,2,0,0,false,,,
milleel01,1921,NYA,AL,WS,CF,8,8,210,10,1,0,0,false,,,
peckiro01,1921,NYA,AL,WS,SS,8,8,210,17,29,1,4,false,,,
piercbi01,1921,NYA,AL,WS,P,1,0,3,0,0,0,0,false,,0,1
pippwa01,1921,NYA,AL,WS,1B,8,8,210,91,1,0,5,false,,,
quinnja01,1921,NYA,AL,WS,P,1,0,11,0,1,0,1,false,,2,0
rogerto01,1921,NYA,AL,WS,P,1,0,4,0,1,0,0,false,,1,0
ruthba01,1921,NYA,AL,WS,LF,5,5,129,9,0,0,0,false,,,
schanwa01,1921,NYA,AL,WS,C,8,8,207,39,10,0,2,false,0,6,9
shawkbo01,1921,NYA,AL,WS,P,2,1,27,0,0,0,0,false,,1,3
wardaa01,1921,NYA,AL,WS,2B,8,8,210,19,32,2,4,false,,,
bancrda01,1922,NY1,NL,WS,SS,5,5,138,9,17,1,2,false,,,
barneje01,1922,NY1,NL,WS,P,1,1,30,0,4,0,0,false,,0,0
cunnibi02,1922,NY1,NL,WS,CF,4,3,96,10,2,0,0,false,,,
friscfr01,1922,NY1,NL,WS,2B,5,5,138,10,19,1,3,false,,,
grohhe01,1922,NY1,NL,WS,3B,5,5,138,6,16,0,0,false,,,
kellyge01,1922,NY1,NL,WS,1B,5,5,138,61,1,0,2,false,,,
kingle02,1922,NY1,NL,WS,CF,2,0,12,0,0,0,0,false,,,
mcquihu01,1922,NY1,NL,WS,P,1,1,27,0,0,0,0,false,,1,0
meuseir01,1922,NY1,NL,WS,LF,5,5,138,3,0,0,0,false,,,
nehfar01,1922,NY1,NL,WS,P,2,2,48,0,3,1,0,false,,0,1
ryanro01,1922,NY1,NL,WS,P,1,0,6,0,0,0,0,false,,0,0
scottja01,1922,NY1,NL,WS,P,1,1,27,1,1,0,0,false,,1,0
smithea02,1922,NY1,NL,WS,C,1,1,27,2,1,0,0,false,0,1,0
snydefr01,1922,NY1,NL,WS,C,4,4,111,23,5,1,1,false,0,1,1
stengca01,1922,NY1,NL,WS,CF,2,2,30,4,0,0,0,false,,,
youngro01,1922,NY1,NL,WS,RF,5,5,138,9,2,2,1,false,,,
bushjo01,1922,NYA,AL,WS,P,2,2,45,1,3,0,2,false,,0,1
duganjo01,1922,NYA,AL,WS,3B,5,5,129,5,9,0,0,false,,,
hoytwa01,1922,NYA,AL,WS,P,2,1,24,1,2,0,0,false,,0,2
jonessa01,1922,NYA,AL,WS,P,2,0,6,0,1,0,0,false,,0,0
maysca01,1922,NYA,AL,WS,P,1,1,24,0,4,0,0,false,,0,0
mcmilno01,1922,NYA,AL,WS,CF,1,0,12,1,0,0,0,false,,,
mcnalmi01,1922,NYA,AL,WS,2B,1,0,6,1,1,0,0,false,,,
meusebo01,1922,NYA,AL,WS,LF,5,5,129,7,1,0,0,false,,,
pippwa01,1922,NYA,AL,WS,1B,5,5,129,51,4,0,7,false,,,
ruthba01,1922,NYA,AL,WS,RF,5,5,129,9,0,0,0,false,,,
schanwa01,1922,NYA,AL,WS,C,5,5,129,19,4,0,0,false,1,1,3
scottev01,1922,NYA,AL,WS,SS,5,5,129,14,15,0,6,false,,,
shawkbo01,1922,NYA,AL,WS,P,1,1,30,0,2,0,0,false,,1,0
wardaa01,1922,NYA,AL,WS,2B,5,5,123,13,16,1,4,false,,,
wittwh01,1922,NYA,AL,WS,CF,5,5,117,7,1,0,0,false,,,
bancrda01,1923,NY1,NL,WS,SS,6,6,159,11,24,0,6,false,,,
barnevi01,1923,NY1,NL,WS,P,2,0,14,1,2,0,0,false,,0,0
bentlja01,1923,NY1,NL,WS,P,2,1,20,0,2,0,0,false,,1,0
cunnibi02,1923,NY1,NL,WS,CF,3,2,51,2,0,1,0,false,,,
friscfr01,1923,NY1,NL,WS,2B,6,6,159,17,18,1,7,false,,,
gowdyha01,1923,NY1,NL,WS,C,2,2,30,7,0,0,0,false,0,1,0
grohhe01,1923,NY1,NL,WS,3B,6,6,159,4,15,0,1,false,,,
jonnacl01,1923,NY1,NL,WS,P,2,0,6,0,1,0,0,false,,0,0
kellyge01,1923,NY1,NL,WS,1B,6,6,159,63,4,1,5,false,,,
mcquihu01,1923,NY1,NL,WS,P,2,1,27,0,1,0,0,false,,0,0
meuseir01,1923,NY1,NL,WS,LF,6,6,159,13,0,0,0,false,,,
nehfar01,1923,NY1,NL,WS,P,2,2,49,0,6,0,1,false,,0,0
ryanro01,1923,NY1,NL,WS,P,3,0,28,1,2,0,1,false,,0,0
scottja01,1923,NY1,NL,WS,P,2,1,9,0,0,1,0,false,,0,0
snydefr01,1923,NY1,NL,WS,C,5,4,129,24,3,0,1,false,0,0,0
stengca01,1923,NY1,NL,WS,CF,6,4,108,11,0,0,0,false,,,
watsomu01,1923,NY1,NL,WS,P,1,1,6,0,1,0,0,false,,0,0
youngro01,1923,NY1,NL,WS,RF,6,6,159,5,1,2,0,false,,,
bushjo01,1923,NYA,AL,WS,P,3,1,50,2,3,0,0,false,,0,0
duganjo01,1923,NYA,AL,WS,3B,6,6,162,7,13,0,2,false,,,
hainehi01,1923,NYA,AL,WS,CF,1,0,6,0,0,0,0,false,,,
hainehi01,1923,NYA,AL,WS,RF,1,0,6,0,0,0,0,false,,,
hoytwa01,1923,NYA,AL,WS,P,1,1,7,0,0,0,0,false,,1,1
johnser01,1923,NYA,AL,WS,SS,1,0,3,0,1,0,0,false,,,
jonessa01,1923,NYA,AL,WS,P,2,1,30,0,3,0,1,false,,0,0
meusebo01,1923,NYA,AL,WS,LF,6,6,162,14,0,0,0,false,,,
pennohe01,1923,NYA,AL,WS,P,3,2,52,0,2,0,0,false,,0,0
pippwa01,1923,NYA,AL,WS,1B,6,6,156,63,3,0,6,false,,,
ruthba01,1923,NYA,AL,WS,1B,1,0,6,2,0,0,0,false,,,
ruthba01,1923,NYA,AL,WS,RF,6,6,156,15,0,1,0,false,,,
schanwa01,1923,NYA,AL,WS,C,6,6,162,21,2,1,0,false,0,1,1
scottev01,1923,NYA,AL,WS,SS,6,6,159,8,20,1,4,false,,,
shawkbo01,1923,NYA,AL,WS,P,1,1,23,1,2,0,1,false,,0,0
wardaa01,1923,NYA,AL,WS,2B,6,6,162,11,27,0,3,false,,,
wittwh01,1923,NYA,AL,WS,CF,6,6,156,18,1,0,0,false,,,
baldwha01,1924,NY1,NL,WS,P,1,0,6,0,0,0,0,false,,0,0
barnevi01,1924,NY1,NL,WS,P,2,2,38,2,3,0,0,false,,0,1
bentlja01,1924,NY1,NL,WS,P,3,2,51,1,3,0,0,false,,1,1
deanwa01,1924,NY1,NL,WS,P,1,0,6,0,0,0,0,false,,0,0
friscfr01,1924,NY1,NL,WS,2B,7,7,197,17,26,0,3,false,,,
friscfr01,1924,NY1,NL,WS,3B,1,0,3,0,0,0,0,false,,,
gowdyha01,1924,NY1,NL,WS,C,7,7,200,37,5,1,0,false,1,5,4
jackstr01,1924,NY1,NL,WS,SS,7,7,200,8,20,3,3,false,,,
jonnacl01,1924,NY1,NL,WS,P,1,0,0,0,0,0,0,false,,0,0
kellyge01,1924,NY1,NL,WS,1B,4,3,95,44,5,1,2,false,,,
kellyge01,1924,NY1,NL,WS,2B,1,0,3,1,1,0,0,false,,,
kellyge01,1924,NY1,NL,WS,CF,4,4,100,7,0,0,0,false,,,
lindsfr01,1924,NY1,NL,WS,3B,7,7,197,7,18,0,0,false,,,
mcquihu01,1924,NY1,NL,WS,P,3,1,21,0,2,0,1,false,,0,0
meuseir01,1924,NY1,NL,WS,LF,4,3,94,5,0,1,0,false,,,
meuseir01,1924,NY1,NL,WS,RF,1,0,1,0,0,0,0,false,,,
nehfar01,1924,NY1,NL,WS,P,3,2,59,0,6,0,0,false,,4,2
ryanro01,1924,NY1,NL,WS,P,2,0,17,0,1,0,0,false,,0,0
southbi01,1924,NY1,NL,WS,CF,2,0,5,1,1,0,0,false,,,
terrybi01,1924,NY1,NL,WS,1B,4,4,105,43,2,0,2,false,,,
watsomu01,1924,NY1,NL,WS,P,1,0,2,0,0,0,0,false,,0,0
wilsoha01,1924,NY1,NL,WS,CF,4,3,95,7,0,0,0,false,,,
wilsoha01,1924,NY1,NL,WS,LF,4,4,105,12,1,0,0,false,,,
youngro01,1924,NY1,NL,WS,LF,1,0,1,0,0,0,0,false,,,
youngro01,1924,NY1,NL,WS,RF,7,7,199,8,1,0,0,false,,,
bluegos01,1924,WS1,AL,WS,3B,4,4,95,4,12,0,3,false,,,
bluegos01,1924,WS1,AL,WS,SS,5,3,106,4,13,3,3,false,,,
gosligo01,1924,WS1,AL,WS,LF,7,7,201,15,1,0,0,false,,,
harribu01,1924,WS1,AL,WS,2B,7,7,201,26,28,2,8,false,,,
johnswa01,1924,WS1,AL,WS,P,3,2,72,1,4,1,2,false,,2,3
judgejo01,1924,WS1,AL,WS,1B,7,7,201,62,4,1,8,false,,,
leibone01,1924,WS1,AL,WS,CF,1,1,24,2,0,0,0,false,,,
marbefi01,1924,WS1,AL,WS,P,4,1,24,1,1,0,1,false,,0,0
martijo02,1924,WS1,AL,WS,P,1,0,3,0,0,0,0,false,,0,0
mcneeea01,1924,WS1,AL,WS,CF,6,6,177,8,0,1,0,false,,,
millera03,1924,WS1,AL,WS,3B,4,2,81,6,4,2,0,false,,,
mogrige01,1924,WS1,AL,WS,P,2,1,36,0,0,0,0,false,,0,0
ogdencu01,1924,WS1,AL,WS,P,1,1,1,0,0,0,0,false,,0,0
peckiro01,1924,WS1,AL,WS,SS,4,4,95,7,14,0,3,false,,,
ricesa01,1924,WS1,AL,WS,RF,7,7,201,13,4,1,1,false,,,
ruelmu01,1924,WS1,AL,WS,C,7,7,201,51,5,0,1,false,0,3,3
russeal01,1924,WS1,AL,WS,P,1,0,9,0,1,0,0,false,,0,0
speecby01,1924,WS1,AL,WS,P,1,0,3,0,2,0,0,false,,1,0
tayloto01,1924,WS1,AL,WS,3B,2,1,25,0,3,1,0,false,,,
zachato01,1924,WS1,AL,WS,P,2,2,53,1,4,0,0,false,,0,0
adamsba01,1925,PIT,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
aldrivi01,1925,PIT,NL,WS,P,3,3,55,0,4,0,0,false,,0,3
barnhcl01,1925,PIT,NL,WS,LF,7,7,180,12,1,0,0,false,,,
bigbeca01,1925,PIT,NL,WS,LF,1,0,3,0,0,0,0,false,,,
careyma01,1925,PIT,NL,WS,CF,7,7,183,14,0,1,0,false,,,
cuyleki01,1925,PIT,NL,WS,RF,7,7,183,12,0,1,0,false,,,
goochjo01,1925,PIT,NL,WS,C,3,1,30,9,3,0,0,false,0,1,1
grantge01,1925,PIT,NL,WS,1B,4,4,102,41,6,0,3,false,,,
kremera01,1925,PIT,NL,WS,P,3,2,63,2,4,1,0,false,,1,1
mcinnst01,1925,PIT,NL,WS,1B,3,3,81,30,3,0,0,false,,,
meadole01,1925,PIT,NL,WS,P,1,1,24,0,2,0,0,false,,0,0
mooreed01,1925,PIT,NL,WS,2B,7,7,183,16,14,1,2,false,,,
morrijo04,1925,PIT,NL,WS,P,3,0,28,0,3,0,0,false,,1,1
oldhare01,1925,PIT,NL,WS,P,1,0,3,0,0,0,0,false,,0,0
smithea02,1925,PIT,NL,WS,C,6,6,153,29,7,1,1,false,1,1,4
traynpi01,1925,PIT,NL,WS,3B,7,7,183,6,18,0,2,false,,,
wrighgl01,1925,PIT,NL,WS,SS,7,7,183,12,23,2,0,false,,,
ydeem01,1925,PIT,NL,WS,P,1,1,7,0,0,0,0,false,,0,0
adamssp02,1925,WS1,AL,WS,2B,1,0,3,0,0,0,0,false,,,
ballowi01,1925,WS1,AL,WS,P,2,0,5,0,0,0,0,false,,0,0
bluegos01,1925,WS1,AL,WS,3B,5,5,117,1,14,0,1,false,,,
covelst01,1925,WS1,AL,WS,P,2,2,43,0,4,0,1,false,,2,0
fergual01,1925,WS1,AL,WS,P,2,2,42,0,1,0,0,false,,1,0
gosligo01,1925,WS1,AL,WS,LF,7,7,180,15,0,0,0,false,,,
harribu01,1925,WS1,AL,WS,2B,7,7,177,23,18,0,5,false,,,
harrijo03,1925,WS1,AL,WS,RF,7,7,171,11,1,0,0,false,,,
johnswa01,1925,WS1,AL,WS,P,3,3,78,0,4,0,0,false,,4,1
judgejo01,1925,WS1,AL,WS,1B,7,7,180,60,2,0,8,false,,,
marbefi01,1925,WS1,AL,WS,P,2,0,7,0,0,0,0,false,,0,0
mcneeea01,1925,WS1,AL,WS,CF,2,0,9,3,0,0,0,false,,,
myerbu01,1925,WS1,AL,WS,3B,3,2,63,1,1,0,0,false,,,
peckiro01,1925,WS1,AL,WS,SS,7,7,180,10,22,8,3,false,,,
ricesa01,1925,WS1,AL,WS,CF,7,7,171,14,0,0,0,false,,,
ricesa01,1925,WS1,AL,WS,RF,2,0,9,1,0,0,0,false,,,
ruelmu01,1925,WS1,AL,WS,C,7,6,159,35,5,0,0,false,1,6,1
severha01,1925,WS1,AL,WS,C,1,1,21,6,0,1,0,false,0,1,0
zachato01,1925,WS1,AL,WS,P,1,0,5,0,3,0,0,false,,0,0
collipa01,1926,NYA,AL,WS,C,3,0,18,1,0,0,0,false,0,0,0
combsea01,1926,NYA,AL,WS,CF,7,7,189,17,0,0,0,false,,,
duganjo01,1926,NYA,AL,WS,3B,7,7,183,7,14,1,0,false,,,
gazelmi01,1926,NYA,AL,WS,3B,1,0,6,1,2,0,0,false,,,
gehrilo01,1926,NYA,AL,WS,1B,7,7,189,77,1,0,3,false,,,
hoytwa01,1926,NYA,AL,WS,P,2,2,45,0,1,0,0,false,,1,1
jonessa01,1926,NYA,AL,WS,P,1,0,3,0,0,0,0,false,,0,0
koenima01,1926,NYA,AL,WS,SS,7,7,189,12,24,4,3,false,,,
lazzeto01,1926,NYA,AL,WS,2B,7,7,189,15,19,1,2,false,,,
meusebo01,1926,NYA,AL,WS,LF,5,5,132,12,0,1,0,false,,,
meusebo01,1926,NYA,AL,WS,RF,2,2,57,1,0,0,0,false,,,
