playerid,yearid,votedby,ballots,needed,votes,inducted,category,needed_note
bancrda01,1949,BBWAA,153,115,5,false,Player,
hermaba01,1949,BBWAA,153,115,5,false,Player,
coopewi01,1949,BBWAA,153,115,4,false,Player,
cuyleki01,1949,BBWAA,153,115,4,false,Player,
gosligo01,1949,BBWAA,153,115,4,false,Player,
hackst01,1949,BBWAA,153,115,4,false,Player,
hardeme01,1949,BBWAA,153,115,4,false,Player,
marquru01,1949,BBWAA,153,115,4,false,Player,
odoulle01,1949,BBWAA,153,115,4,false,Player,
rixeyep01,1949,BBWAA,153,115,4,false,Player,
ruffire01,1949,Run Off,187,,4,false,Player,1st
covelst01,1949,BBWAA,153,115,3,false,Player,
meusebo01,1949,BBWAA,153,115,3,false,Player,
ricesa01,1949,BBWAA,153,115,3,false,Player,
scottev01,1949,BBWAA,153,115,3,false,Player,
stengca01,1949,BBWAA,153,115,3,false,Player,
wanerll01,1949,BBWAA,153,115,3,false,Player,
bendech01,1949,BBWAA,153,115,2,false,Player,
duganjo01,1949,BBWAA,153,115,2,false,Player,
earnsge01,1949,BBWAA,153,115,2,false,Player,
fitzsfr01,1949,BBWAA,153,115,2,false,Player,
gelbech01,1949,BBWAA,153,115,2,false,Player,
hafeych01,1949,BBWAA,153,115,2,false,Player,
haineje01,1949,BBWAA,153,115,2,false,Player,
jurgebi01,1949,BBWAA,153,115,2,false,Player,
lucasre01,1949,BBWAA,153,115,2,false,Player,
rommeed01,1949,BBWAA,153,115,2,false,Player,
shockur01,1949,BBWAA,153,115,2,false,Player,
warnelo01,1949,BBWAA,153,115,2,false,Player,
willicy01,1949,BBWAA,153,115,2,false,Player,
averiea01,1949,BBWAA,153,115,1,false,Player,
bluegos01,1949,BBWAA,153,115,1,false,Player,
bodiepi01,1949,BBWAA,153,115,1,false,Player,
burnsge01,1949,BBWAA,153,115,1,false,Player,
chapmbe01,1949,BBWAA,153,115,1,false,Player,
davissp01,1949,BBWAA,153,115,1,false,Player,
durocle01,1949,BBWAA,153,115,1,false,Player,
ehmkeho01,1949,BBWAA,153,115,1,false,Player,
ferrewe01,1949,BBWAA,153,115,1,false,Player,
fletcar01,1949,BBWAA,153,115,1,false,Player,
judgejo01,1949,BBWAA,153,115,1,false,Player,
kellyge01,1949,BBWAA,153,115,1,false,Player,
kerrdi01,1949,BBWAA,153,115,1,false,Player,
lindsfr01,1949,BBWAA,153,115,1,false,Player,
lopezal01,1949,BBWAA,153,115,1,false,Player,
manushe01,1949,BBWAA,153,115,1,false,Player,
myerbu01,1949,BBWAA,153,115,1,false,Player,
nehfar01,1949,BBWAA,153,115,1,false,Player,
peckiro01,1949,BBWAA,153,115,1,false,Player,
pruethu01,1949,BBWAA,153,115,1,false,Player,
ringji01,1949,BBWAA,153,115,1,false,Player,
rootch01,1949,BBWAA,153,115,1,false,Player,
selkige01,1949,BBWAA,153,115,1,false,Player,
sherdbi01,1949,BBWAA,153,115,1,false,Player,
toneyfr01,1949,BBWAA,153,115,1,false,Player,
werbebi01,1949,BBWAA,153,115,1,false,Player,
wittwh01,1949,BBWAA,153,115,1,false,Player,
wrighgl01,1949,BBWAA,153,115,1,false,Player,
brownmo01,1949,Old Timers,,,,true,Player,
nichoki01,1949,Old Timers,,,,true,Player,
ottme01,1950,BBWAA,168,126,115,false,Player,
terrybi01,1950,BBWAA,168,126,105,false,Player,
foxxji01,1950,BBWAA,168,126,103,false,Player,
wanerpa01,1950,BBWAA,168,126,95,false,Player,
simmoal01,1950,BBWAA,168,126,90,false,Player,
heilmha01,1950,BBWAA,168,126,87,false,Player,
deandi01,1950,BBWAA,168,126,85,false,Player,
dickebi01,1950,BBWAA,168,126,78,false,Player,
maranra01,1950,BBWAA,168,126,66,false,Player,
greenha01,1950,BBWAA,168,126,64,false,Player,
hartnga01,1950,BBWAA,168,126,54,false,Player,
vanceda01,1950,BBWAA,168,126,52,false,Player,
lyonste01,1950,BBWAA,168,126,42,false,Player,
cronijo01,1950,BBWAA,168,126,33,false,Player,
lazzeto01,1950,BBWAA,168,126,21,false,Player,
gomezle01,1950,BBWAA,168,126,18,false,Player,
wheatza01,1950,BBWAA,168,126,17,false,Player,
youngro01,1950,BBWAA,168,126,17,false,Player,
roushed01,1950,BBWAA,168,126,16,false,Player,
schalra01,1950,BBWAA,168,126,16,false,Player,
wilsoha01,1950,BBWAA,168,126,16,false,Player,
careyma01,1950,BBWAA,168,126,14,false,Player,
kleinch01,1950,BBWAA,168,126,14,false,Player,
grimmch01,1950,BBWAA,168,126,13,false,Player,
ruffire01,1950,BBWAA,168,126,12,false,Player,
cuyleki01,1950,BBWAA,168,126,11,false,Player,
haineje01,1950,BBWAA,168,126,11,false,Player,
hoytwa01,1950,BBWAA,168,126,11,false,Player,
bancrda01,1950,BBWAA,168,126,9,false,Player,
faberre01,1950,BBWAA,168,126,9,false,Player,
odoulle01,1950,BBWAA,168,126,9,false,Player,
willicy01,1950,BBWAA,168,126,9,false,Player,
bottoji01,1950,BBWAA,168,126,8,false,Player,
hackst01,1950,BBWAA,168,126,8,false,Player,
martipe01,1950,BBWAA,168,126,7,false,Player,
rolfere01,1950,BBWAA,168,126,7,false,Player,
adamsba01,1950,BBWAA,168,126,6,false,Player,
bendech01,1950,BBWAA,168,126,6,false,Player,
gowdyha01,1950,BBWAA,168,126,6,false,Player,
grimebu01,1950,BBWAA,168,126,6,false,Player,
jackstr01,1950,BBWAA,168,126,6,false,Player,
rixeyep01,1950,BBWAA,168,126,6,false,Player,
bakerfr01,1950,BBWAA,168,126,4,false,Player,
hafeych01,1950,BBWAA,168,126,4,false,Player,
harribu01,1950,BBWAA,168,126,4,false,Manager,
ofarrbo01,1950,BBWAA,168,126,4,false,Player,
ruelmu01,1950,BBWAA,168,126,4,false,Player,
waltebu01,1950,BBWAA,168,126,4,false,Player,
wilsoji01,1950,BBWAA,168,126,4,false,Player,
combsea01,1950,BBWAA,168,126,3,false,Player,
lombaer01,1950,BBWAA,168,126,3,false,Player,
scottev01,1950,BBWAA,168,126,3,false,Player,
stengca01,1950,BBWAA,168,126,3,false,Manager,
burnsge01,1950,BBWAA,168,126,2,false,Player,
chandsp01,1950,BBWAA,168,126,2,false,Player,
dykesji01,1950,BBWAA,168,126,2,false,Player,
earnsge01,1950,BBWAA,168,126,2,false,Player,
fonsele01,1950,BBWAA,168,126,2,false,Player,
gosligo01,1950,BBWAA,168,126,2,false,Player,
grohhe01,1950,BBWAA,168,126,2,false,Player,
hardeme01,1950,BBWAA,168,126,2,false,Player,
hermaba01,1950,BBWAA,168,126,2,false,Player,
higgipi01,1950,BBWAA,168,126,2,false,Player,
hoopeha01,1950,BBWAA,168,126,2,false,Player,
huggimi01,1950,BBWAA,168,126,2,false,Manager,
meusebo01,1950,BBWAA,168,126,2,false,Player,
nehfar01,1950,BBWAA,168,126,2,false,Player,
theveto01,1950,BBWAA,168,126,2,false,Player,
wrighgl01,1950,BBWAA,168,126,2,false,Player,
covelst01,1950,BBWAA,168,126,1,false,Player,
crosefr01,1950,BBWAA,168,126,1,false,Player,
derripa01,1950,BBWAA,168,126,1,false,Player,
ensje01,1950,BBWAA,168,126,1,false,Player,
fitzsfr01,1950,BBWAA,168,126,1,false,Player,
fletcar01,1950,BBWAA,168,126,1,false,Player,
gelbech01,1950,BBWAA,168,126,1,false,Player,
gonzami01,1950,BBWAA,168,126,1,false,Player,
jonesfi01,1950,BBWAA,168,126,1,false,Player,
lucasre01,1950,BBWAA,168,126,1,false,Player,
luquedo01,1950,BBWAA,168,126,1,false,Player,
mageesh01,1950,BBWAA,168,126,1,false,Player,
marbefi01,1950,BBWAA,168,126,1,false,Player,
mcinnst01,1950,BBWAA,168,126,1,false,Player,
mckecbi01,1950,BBWAA,168,126,1,false,Manager,
milancl01,1950,BBWAA,168,126,1,false,Player,
moorejo02,1950,BBWAA,168,126,1,false,Player,
moorete01,1950,BBWAA,168,126,1,false,Player,
oneilst01,1950,BBWAA,168,126,1,false,Player,
pruethu01,1950,BBWAA,168,126,1,false,Player,
ricesa01,1950,BBWAA,168,126,1,false,Player,
rommeed01,1950,BBWAA,168,126,1,false,Player,
rootch01,1950,BBWAA,168,126,1,false,Player,
schanwa01,1950,BBWAA,168,126,1,false,Player,
selkige01,1950,BBWAA,168,126,1,false,Player,
sherdbi01,1950,BBWAA,168,126,1,false,Player,
southbi01,1950,BBWAA,168,126,1,false,Player,
wambsbi01,1950,BBWAA,168,126,1,false,Player,
wanerll01,1950,BBWAA,168,126,1,false,Player,
werbebi01,1950,BBWAA,168,126,1,false,Player,
woodjo02,1950,BBWAA,168,126,1,false,Player,
ottme01,1951,BBWAA,226,170,197,true,Player,
foxxji01,1951,BBWAA,226,170,179,true,Player,
wanerpa01,1951,BBWAA,226,170,162,false,Player,
heilmha01,1951,BBWAA,226,170,153,false,Player,
terrybi01,1951,BBWAA,226,170,148,false,Player,
deandi01,1951,BBWAA,226,170,145,false,Player,
dickebi01,1951,BBWAA,226,170,118,false,Player,
simmoal01,1951,BBWAA,226,170,116,false,Player,
maranra01,1951,BBWAA,226,170,110,false,Player,
lyonste01,1951,BBWAA,226,170,71,false,Player,
vanceda01,1951,BBWAA,226,170,70,false,Player,
greenha01,1951,BBWAA,226,170,67,false,Player,
hartnga01,1951,BBWAA,226,170,57,false,Player,
cronijo01,1951,BBWAA,226,170,44,false,Player,
schalra01,1951,BBWAA,226,170,37,false,Player,
bendech01,1951,BBWAA,226,170,35,false,Player,
youngro01,1951,BBWAA,226,170,34,false,Player,
careyma01,1951,BBWAA,226,170,27,false,Player,
lazzeto01,1951,BBWAA,226,170,27,false,Player,
gowdyha01,1951,BBWAA,226,170,26,false,Player,
gomezle01,1951,BBWAA,226,170,23,false,Player,
roushed01,1951,BBWAA,226,170,21,false,Player,
wilsoha01,1951,BBWAA,226,170,21,false,Player,
martipe01,1951,BBWAA,226,170,19,false,Player,
wheatza01,1951,BBWAA,226,170,19,false,Player,
kleinch01,1951,BBWAA,226,170,15,false,Player,
hoytwa01,1951,BBWAA,226,170,13,false,Player,
odoulle01,1951,BBWAA,226,170,13,false,Player,
adamsba01,1951,BBWAA,226,170,12,false,Player,
bancrda01,1951,BBWAA,226,170,9,false,Player,
grimmch01,1951,BBWAA,226,170,9,false,Player,
harribu01,1951,BBWAA,226,170,9,false,Manager,
ruffire01,1951,BBWAA,226,170,9,false,Player,
bakerfr01,1951,BBWAA,226,170,8,false,Player,
cuyleki01,1951,BBWAA,226,170,8,false,Player,
faberre01,1951,BBWAA,226,170,8,false,Player,
mckecbi01,1951,BBWAA,226,170,8,false,Manager,
stengca01,1951,BBWAA,226,170,8,false,Manager,
willicy01,1951,BBWAA,226,170,7,false,Player,
bottoji01,1951,BBWAA,226,170,6,false,Player,
rolfere01,1951,BBWAA,226,170,6,false,Player,
grimebu01,1951,BBWAA,226,170,5,false,Player,
rixeyep01,1951,BBWAA,226,170,5,false,Player,
woodjo02,1951,BBWAA,226,170,5,false,Player,
fletcar01,1951,BBWAA,226,170,4,false,Player,
jackstr01,1951,BBWAA,226,170,4,false,Player,
nehfar01,1951,BBWAA,226,170,4,false,Player,
schacal01,1951,BBWAA,226,170,4,false,Player,
southbi01,1951,BBWAA,226,170,4,false,Player,
dykesji01,1951,BBWAA,226,170,3,false,Player,
hackst01,1951,BBWAA,226,170,3,false,Player,
hoopeha01,1951,BBWAA,226,170,3,false,Player,
kerrdi01,1951,BBWAA,226,170,3,false,Player,
lombaer01,1951,BBWAA,226,170,3,false,Player,
marquru01,1951,BBWAA,226,170,3,false,Player,
mcinnst01,1951,BBWAA,226,170,3,false,Player,
oneilst01,1951,BBWAA,226,170,3,false,Player,
lewisdu01,1951,BBWAA,226,170,2,false,Player,
mageesh01,1951,BBWAA,226,170,2,false,Player,
scottev01,1951,BBWAA,226,170,2,false,Player,
selkige01,1951,BBWAA,226,170,2,false,Player,
wilsoji01,1951,BBWAA,226,170,2,false,Player,
bartedi01,1951,BBWAA,226,170,1,false,Player,
chandsp01,1951,BBWAA,226,170,1,false,Player,
coombja01,1951,BBWAA,226,170,1,false,Player,
coopewi01,1951,BBWAA,226,170,1,false,Player,
daubeja01,1951,BBWAA,226,170,1,false,Player,
derripa01,1951,BBWAA,226,170,1,false,Player,
ehmkeho01,1951,BBWAA,226,170,1,false,Player,
gelbech01,1951,BBWAA,226,170,1,false,Player,
hafeych01,1951,BBWAA,226,170,1,false,Player,
hardeme01,1951,BBWAA,226,170,1,false,Player,
hermaba01,1951,BBWAA,226,170,1,false,Player,
higgipi01,1951,BBWAA,226,170,1,false,Player,
jordati01,1951,BBWAA,226,170,1,false,Player,
mccarjo99,1951,BBWAA,226,170,1,false,Manager,
milancl01,1951,BBWAA,226,170,1,false,Player,
paigesa01,1951,BBWAA,226,170,1,false,Player,
pruethu01,1951,BBWAA,226,170,1,false,Player,
ricesa01,1951,BBWAA,226,170,1,false,Player,
rommeed01,1951,BBWAA,226,170,1,false,Player,
rudoldi01,1951,BBWAA,226,170,1,false,Player,
ruelmu01,1951,BBWAA,226,170,1,false,Player,
sherdbi01,1951,BBWAA,226,170,1,false,Player,
wanerll01,1951,BBWAA,226,170,1,false,Player,
wrighgl01,1951,BBWAA,226,170,1,false,Player,
heilmha01,1952,BBWAA,234,176,203,true,Player,
wanerpa01,1952,BBWAA,234,176,195,true,Player,
terrybi01,1952,BBWAA,234,176,155,false,Player,
deandi01,1952,BBWAA,234,176,152,false,Player,
simmoal01,1952,BBWAA,234,176,141,false,Player,
dickebi01,1952,BBWAA,234,176,139,false,Player,
maranra01,1952,BBWAA,234,176,133,false,Player,
vanceda01,1952,BBWAA,234,176,105,false,Player,
lyonste01,1952,BBWAA,234,176,101,false,Player,
hartnga01,1952,BBWAA,234,176,77,false,Player,
greenha01,1952,BBWAA,234,176,75,false,Player,
bendech01,1952,BBWAA,234,176,70,false,Player,
cronijo01,1952,BBWAA,234,176,48,false,Player,
schalra01,1952,BBWAA,234,176,44,false,Player,
careyma01,1952,BBWAA,234,176,36,false,Player,
gowdyha01,1952,BBWAA,234,176,34,false,Player,
youngro01,1952,BBWAA,234,176,34,false,Player,
martipe01,1952,BBWAA,234,176,31,false,Player,
wheatza01,1952,BBWAA,234,176,30,false,Player,
gomezle01,1952,BBWAA,234,176,29,false,Player,
lazzeto01,1952,BBWAA,234,176,29,false,Player,
stengca01,1952,BBWAA,234,176,27,false,Manager,
roushed01,1952,BBWAA,234,176,24,false,Player,
wilsoha01,1952,BBWAA,234,176,21,false,Player,
kleinch01,1952,BBWAA,234,176,19,false,Player,
odoulle01,1952,BBWAA,234,176,19,false,Player,
harribu01,1952,BBWAA,234,176,12,false,Manager,
hoytwa01,1952,BBWAA,234,176,12,false,Player,
bancrda01,1952,BBWAA,234,176,11,false,Player,
lewisdu01,1952,BBWAA,234,176,11,false,Player,
cuyleki01,1952,BBWAA,234,176,10,false,Player,
hardeme01,1952,BBWAA,234,176,10,false,Player,
oneilst01,1952,BBWAA,234,176,10,false,Player,
ruffire01,1952,BBWAA,234,176,10,false,Player,
adamsba01,1952,BBWAA,234,176,9,false,Player,
faberre01,1952,BBWAA,234,176,9,false,Player,
grimebu01,1952,BBWAA,234,176,9,false,Player,
kerrdi01,1952,BBWAA,234,176,9,false,Player,
marquru01,1952,BBWAA,234,176,9,false,Player,
bottoji01,1952,BBWAA,234,176,7,false,Player,
wilsoji01,1952,BBWAA,234,176,7,false,Player,
grimmch01,1952,BBWAA,234,176,6,false,Player,
dykesji01,1952,BBWAA,234,176,5,false,Player,
henrito01,1952,BBWAA,234,176,4,false,Player,
rolfere01,1952,BBWAA,234,176,4,false,Player,
scottev01,1952,BBWAA,234,176,4,false,Player,
willicy01,1952,BBWAA,234,176,4,false,Player,
hermaba01,1952,BBWAA,234,176,3,false,Player,
nehfar01,1952,BBWAA,234,176,3,false,Player,
rixeyep01,1952,BBWAA,234,176,3,false,Player,
waltebu01,1952,BBWAA,234,176,3,false,Player,
averiea01,1952,BBWAA,234,176,2,false,Player,
coopewi01,1952,BBWAA,234,176,2,false,Player,
lopezal01,1952,BBWAA,234,176,2,false,Manager,
peckiro01,1952,BBWAA,234,176,2,false,Player,
rommeed01,1952,BBWAA,234,176,2,false,Player,
wanerll01,1952,BBWAA,234,176,2,false,Player,
chapmbe01,1952,BBWAA,234,176,1,false,Player,
combsea01,1952,BBWAA,234,176,1,false,Player,
crosefr01,1952,BBWAA,234,176,1,false,Player,
durocle01,1952,BBWAA,234,176,1,false,Manager,
ehmkeho01,1952,BBWAA,234,176,1,false,Player,
gonzami01,1952,BBWAA,234,176,1,false,Player,
hafeych01,1952,BBWAA,234,176,1,false,Player,
jackstr01,1952,BBWAA,234,176,1,false,Player,
luquedo01,1952,BBWAA,234,176,1,false,Player,
meusebo01,1952,BBWAA,234,176,1,false,Player,
milancl01,1952,BBWAA,234,176,1,false,Player,
pruethu01,1952,BBWAA,234,176,1,false,Player,
ricesa01,1952,BBWAA,234,176,1,false,Player,
ruelmu01,1952,BBWAA,234,176,1,false,Player,
selkige01,1952,BBWAA,234,176,1,false,Player,
southbi01,1952,BBWAA,234,176,1,false,Player,
werbebi01,1952,BBWAA,234,176,1,false,Player,
wrighgl01,1952,BBWAA,234,176,1,false,Player,
deandi01,1953,BBWAA,264,198,209,true,Player,
simmoal01,1953,BBWAA,264,198,199,true,Player,
terrybi01,1953,BBWAA,264,198,191,false,Player,
dickebi01,1953,BBWAA,264,198,179,false,Player,
maranra01,1953,BBWAA,264,198,164,false,Player,
vanceda01,1953,BBWAA,264,198,150,false,Player,
lyonste01,1953,BBWAA,264,198,139,false,Player,
dimagjo01,1953,BBWAA,264,198,117,false,Player,
bendech01,1953,BBWAA,264,198,104,false,Player,
hartnga01,1953,BBWAA,264,198,104,false,Player,
greenha01,1953,BBWAA,264,198,80,false,Player,
cronijo01,1953,BBWAA,264,198,69,false,Player,
stengca01,1953,BBWAA,264,198,61,false,Manager,
gowdyha01,1953,BBWAA,264,198,58,false,Player,
careyma01,1953,BBWAA,264,198,55,false,Player,
schalra01,1953,BBWAA,264,198,52,false,Player,
martipe01,1953,BBWAA,264,198,43,false,Player,
wilsoha01,1953,BBWAA,264,198,43,false,Player,
gomezle01,1953,BBWAA,264,198,35,false,Player,
roushed01,1953,BBWAA,264,198,32,false,Player,
wheatza01,1953,BBWAA,264,198,32,false,Player,
youngro01,1953,BBWAA,264,198,31,false,Player,
lazzeto01,1953,BBWAA,264,198,28,false,Player,
ruffire01,1953,BBWAA,264,198,24,false,Player,
harribu01,1953,BBWAA,264,198,21,false,Manager,
lewisdu01,1953,BBWAA,264,198,20,false,Player,
marquru01,1953,BBWAA,264,198,19,false,Player,
cuyleki01,1953,BBWAA,264,198,18,false,Player,
adamsba01,1953,BBWAA,264,198,17,false,Player,
hoytwa01,1953,BBWAA,264,198,14,false,Player,
kerrdi01,1953,BBWAA,264,198,13,false,Player,
oneilst01,1953,BBWAA,264,198,13,false,Player,
odoulle01,1953,BBWAA,264,198,11,false,Player,
bancrda01,1953,BBWAA,264,198,10,false,Player,
bottoji01,1953,BBWAA,264,198,10,false,Player,
henrito01,1953,BBWAA,264,198,10,false,Player,
waltebu01,1953,BBWAA,264,198,10,false,Player,
wilsoji01,1953,BBWAA,264,198,10,false,Player,
coopewi01,1953,BBWAA,264,198,9,false,Player,
faberre01,1953,BBWAA,264,198,9,false,Player,
grimebu01,1953,BBWAA,264,198,9,false,Player,
grimmch01,1953,BBWAA,264,198,9,false,Player,
hardeme01,1953,BBWAA,264,198,8,false,Player,
ruelmu01,1953,BBWAA,264,198,8,false,Player,
dykesji01,1953,BBWAA,264,198,5,false,Player,
rolfere01,1953,BBWAA,264,198,5,false,Player,
scottev01,1953,BBWAA,264,198,5,false,Player,
haineje01,1953,BBWAA,264,198,4,false,Player,
nehfar01,1953,BBWAA,264,198,4,false,Player,
willicy01,1953,BBWAA,264,198,4,false,Player,
combsea01,1953,BBWAA,264,198,3,false,Player,
ehmkeho01,1953,BBWAA,264,198,3,false,Player,
ricesa01,1953,BBWAA,264,198,3,false,Player,
rixeyep01,1953,BBWAA,264,198,3,false,Player,
wrighgl01,1953,BBWAA,264,198,3,false,Player,
applilu01,1953,BBWAA,264,198,2,false,Player,
doerrbo01,1953,BBWAA,264,198,2,false,Player,
hafeych01,1953,BBWAA,264,198,2,false,Player,
hermaba01,1953,BBWAA,264,198,2,false,Player,
jackstr01,1953,BBWAA,264,198,2,false,Player,
lopezal01,1953,BBWAA,264,198,2,false,Manager,
peckiro01,1953,BBWAA,264,198,2,false,Player,
southbi01,1953,BBWAA,264,198,2,false,Player,
altroni01,1953,BBWAA,264,198,1,false,Player,
bushdo01,1953,BBWAA,264,198,1,false,Player,
gonzami01,1953,BBWAA,264,198,1,false,Player,
kellech01,1953,BBWAA,264,198,1,false,Player,
klingjo01,1953,BBWAA,264,198,1,false,Player,
langebi01,1953,BBWAA,264,198,1,false,Player,
luquedo01,1953,BBWAA,264,198,1,false,Player,
mccarjo99,1953,BBWAA,264,198,1,false,Manager,
milancl01,1953,BBWAA,264,198,1,false,Player,
moorete01,1953,BBWAA,264,198,1,false,Player,
olearch01,1953,BBWAA,264,198,1,false,Player,
pruethu01,1953,BBWAA,264,198,1,false,Player,
roberda01,1953,BBWAA,264,198,1,false,Player,
rommeed01,1953,BBWAA,264,198,1,false,Player,
schaege01,1953,BBWAA,264,198,1,false,Player,
selkige01,1953,BBWAA,264,198,1,false,Player,
sherdbi01,1953,BBWAA,264,198,1,false,Player,
streega01,1953,BBWAA,264,198,1,false,Player,
vaughar01,1953,BBWAA,264,198,1,false,Player,
wambsbi01,1953,BBWAA,264,198,1,false,Player,
barroed99,1953,Veterans,,,,true,Pioneer/Executive,
bendech01,1953,Veterans,,,,true,Player,
connoto99,1953,Veterans,,,,true,Umpire,
klembi99,1953,Veterans,,,,true,Umpire,
wallabo01,1953,Veterans,,,,true,Player,
wrighha01,1953,Veterans,,,,true,Pioneer/Executive,
maranra01,1954,BBWAA,252,189,209,true,Player,
dickebi01,1954,BBWAA,252,189,202,true,Player,
terrybi01,1954,BBWAA,252,189,195,true,Player,
dimagjo01,1954,BBWAA,252,189,175,false,Player,
lyonste01,1954,BBWAA,252,189,170,false,Player,
vanceda01,1954,BBWAA,252,189,158,false,Player,
hartnga01,1954,BBWAA,252,189,151,false,Player,
greenha01,1954,BBWAA,252,189,97,false,Player,
cronijo01,1954,BBWAA,252,189,85,false,Player,
careyma01,1954,BBWAA,252,189,55,false,Player,
schalra01,1954,BBWAA,252,189,54,false,Player,
roushed01,1954,BBWAA,252,189,52,false,Player,
gowdyha01,1954,BBWAA,252,189,51,false,Player,
wilsoha01,1954,BBWAA,252,189,48,false,Player,
gomezle01,1954,BBWAA,252,189,38,false,Player,
youngro01,1954,BBWAA,252,189,34,false,Player,
wheatza01,1954,BBWAA,252,189,33,false,Player,
lazzeto01,1954,BBWAA,252,189,30,false,Player,
ruffire01,1954,BBWAA,252,189,29,false,Player,
cuyleki01,1954,BBWAA,252,189,20,false,Player,
lewisdu01,1954,BBWAA,252,189,20,false,Player,
bottoji01,1954,BBWAA,252,189,16,false,Player,
marquru01,1954,BBWAA,252,189,15,false,Player,
hoytwa01,1954,BBWAA,252,189,14,false,Player,
adamsba01,1954,BBWAA,252,189,13,false,Player,
kerrdi01,1954,BBWAA,252,189,13,false,Player,
faberre01,1954,BBWAA,252,189,12,false,Player,
kleinch01,1954,BBWAA,252,189,11,false,Player,
bancrda01,1954,BBWAA,252,189,10,false,Player,
ricesa01,1954,BBWAA,252,189,9,false,Player,
wilsoji01,1954,BBWAA,252,189,8,false,Player,
coopewi01,1954,BBWAA,252,189,7,false,Player,
nehfar01,1954,BBWAA,252,189,7,false,Player,
haineje01,1954,BBWAA,252,189,6,false,Player,
rixeyep01,1954,BBWAA,252,189,5,false,Player,
ruelmu01,1954,BBWAA,252,189,5,false,Player,
ehmkeho01,1954,BBWAA,252,189,4,false,Player,
scottev01,1954,BBWAA,252,189,4,false,Player,
wambsbi01,1954,BBWAA,252,189,4,false,Player,
willicy01,1954,BBWAA,252,189,4,false,Player,
milancl01,1954,BBWAA,252,189,3,false,Player,
altroni01,1954,BBWAA,252,189,2,false,Player,
hafeych01,1954,BBWAA,252,189,2,false,Player,
vaughar01,1954,BBWAA,252,189,2,false,Player,
bluegos01,1954,BBWAA,252,189,1,false,Player,
bluelu01,1954,BBWAA,252,189,1,false,Player,
gosligo01,1954,BBWAA,252,189,1,false,Player,
grohhe01,1954,BBWAA,252,189,1,false,Player,
hermaba01,1954,BBWAA,252,189,1,false,Player,
jackstr01,1954,BBWAA,252,189,1,false,Player,
peckiro01,1954,BBWAA,252,189,1,false,Player,
seweljo01,1954,BBWAA,252,189,1,false,Player,
wrighgl01,1954,BBWAA,252,189,1,false,Player,
dimagjo01,1955,BBWAA,251,189,223,true,Player,
lyonste01,1955,BBWAA,251,189,217,true,Player,
vanceda01,1955,BBWAA,251,189,205,true,Player,
hartnga01,1955,BBWAA,251,189,195,true,Player,
greenha01,1955,BBWAA,251,189,157,false,Player,
cronijo01,1955,BBWAA,251,189,135,false,Player,
careyma01,1955,BBWAA,251,189,119,false,Player,
schalra01,1955,BBWAA,251,189,113,false,Player,
roushed01,1955,BBWAA,251,189,97,false,Player,
gowdyha01,1955,BBWAA,251,189,90,false,Player,
wilsoha01,1955,BBWAA,251,189,81,false,Player,
gomezle01,1955,BBWAA,251,189,71,false,Player,
lazzeto01,1955,BBWAA,251,189,66,false,Player,
ruffire01,1955,BBWAA,251,189,60,false,Player,
wheatza01,1955,BBWAA,251,189,51,false,Player,
youngro01,1955,BBWAA,251,189,48,false,Player,
cuyleki01,1955,BBWAA,251,189,35,false,Player,
marquru01,1955,BBWAA,251,189,35,false,Player,
lewisdu01,1955,BBWAA,251,189,34,false,Player,
hoytwa01,1955,BBWAA,251,189,33,false,Player,
ricesa01,1955,BBWAA,251,189,28,false,Player,
faberre01,1955,BBWAA,251,189,27,false,Player,
bottoji01,1955,BBWAA,251,189,26,false,Player,
kerrdi01,1955,BBWAA,251,189,25,false,Player,
kleinch01,1955,BBWAA,251,189,25,false,Player,
adamsba01,1955,BBWAA,251,189,24,false,Player,
bancrda01,1955,BBWAA,251,189,19,false,Player,
wilsoji01,1955,BBWAA,251,189,13,false,Player,
coopewi01,1955,BBWAA,251,189,11,false,Player,
ruelmu01,1955,BBWAA,251,189,11,false,Player,
haineje01,1955,BBWAA,251,189,10,false,Player,
rixeyep01,1955,BBWAA,251,189,8,false,Player,
scottev01,1955,BBWAA,251,189,8,false,Player,
gosligo01,1955,BBWAA,251,189,7,false,Player,
nehfar01,1955,BBWAA,251,189,7,false,Player,
milancl01,1955,BBWAA,251,189,6,false,Player,
grohhe01,1955,BBWAA,251,189,5,false,Player,
hermaba01,1955,BBWAA,251,189,5,false,Player,
jackstr01,1955,BBWAA,251,189,5,false,Player,
wambsbi01,1955,BBWAA,251,189,5,false,Player,
hafeych01,1955,BBWAA,251,189,4,false,Player,
vaughar01,1955,BBWAA,251,189,4,false,Player,
wrighgl01,1955,BBWAA,251,189,4,false,Player,
applilu01,1955,BBWAA,251,189,3,false,Player,
grimebu01,1955,BBWAA,251,189,3,false,Player,
willicy01,1955,BBWAA,251,189,3,false,Player,
averiea01,1955,BBWAA,251,189,2,false,Player,
earnsge01,1955,BBWAA,251,189,2,false,Player,
judgejo01,1955,BBWAA,251,189,2,false,Player,
meusebo01,1955,BBWAA,251,189,2,false,Player,
allenjo02,1955,BBWAA,251,189,1,false,Player,
berrych02,1955,BBWAA,251,189,1,false,Player,
bishoma01,1955,BBWAA,251,189,1,false,Player,
combsea01,1955,BBWAA,251,189,1,false,Player,
daubeja01,1955,BBWAA,251,189,1,false,Player,
