playerid,yearid,votedby,ballots,needed,votes,inducted,category,needed_note
newhoha01,1966,BBWAA,302,227,32,false,Player,
gordojo01,1966,BBWAA,302,227,31,false,Player,
doerrbo01,1966,BBWAA,302,227,30,false,Player,
kellge01,1966,BBWAA,302,227,29,false,Player,
hermabi01,1966,BBWAA,302,227,28,false,Player,
newsobo01,1966,BBWAA,302,227,25,false,Player,
lemonbo01,1966,BBWAA,302,227,21,false,Player,
vernomi01,1966,BBWAA,302,227,20,false,Player,
darkal01,1966,BBWAA,302,227,17,false,Player,
bridgto01,1966,BBWAA,302,227,16,false,Player,
thomsbo01,1966,BBWAA,302,227,12,false,Player,
cavarph01,1966,BBWAA,302,227,9,false,Player,
dobyla01,1966,BBWAA,302,227,7,false,Player,
newcodo01,1966,BBWAA,302,227,7,false,Player,
erskica01,1966,BBWAA,302,227,6,false,Player,
heganji01,1966,BBWAA,302,227,5,false,Player,
mcdougi01,1966,BBWAA,302,227,5,false,Player,
hattogr01,1966,BBWAA,302,227,4,false,Player,
lockmwh01,1966,BBWAA,302,227,4,false,Player,
sauerha01,1966,BBWAA,302,227,4,false,Player,
ennisde01,1966,BBWAA,302,227,3,false,Player,
furilca01,1966,BBWAA,302,227,2,false,Player,
grissma01,1966,BBWAA,302,227,2,false,Player,
martimo01,1966,BBWAA,302,227,2,false,Player,
pafkoan01,1966,BBWAA,302,227,2,false,Player,
ricede01,1966,BBWAA,302,227,2,false,Player,
adamsbo03,1966,BBWAA,302,227,1,false,Player,
carrach01,1966,BBWAA,302,227,1,false,Player,
hearnji01,1966,BBWAA,302,227,1,false,Player,
hemusso01,1966,BBWAA,302,227,1,false,Player,
portebo01,1966,BBWAA,302,227,1,false,Player,
stengca01,1966,Veterans,,,,true,Manager,
ruffire01,1967,Run Off,306,,266,true,Player,1st
medwijo01,1967,Run Off,306,,248,false,Player,1st
medwijo01,1967,BBWAA,292,219,212,false,Player,
ruffire01,1967,BBWAA,292,219,212,false,Player,
camparo01,1967,BBWAA,292,219,204,false,Player,
camparo01,1967,Run Off,306,,170,false,Player,1st
boudrlo01,1967,BBWAA,292,219,143,false,Player,
kinerra01,1967,BBWAA,292,219,124,false,Player,
slaugen01,1967,BBWAA,292,219,123,false,Player,
lopezal01,1967,BBWAA,292,219,114,false,Player,
marioma01,1967,BBWAA,292,219,90,false,Player,
mizejo01,1967,BBWAA,292,219,89,false,Player,
reesepe01,1967,BBWAA,292,219,89,false,Player,
vandejo01,1967,BBWAA,292,219,87,false,Player,
reynoal01,1967,BBWAA,292,219,77,false,Player,
rizzuph01,1967,BBWAA,292,219,71,false,Player,
boudrlo01,1967,Run Off,306,,68,false,Player,1st
gordojo01,1967,BBWAA,292,219,66,false,Player,
waltebu01,1967,BBWAA,292,219,65,false,Player,
newhoha01,1967,BBWAA,292,219,62,false,Player,
hermabi01,1967,BBWAA,292,219,59,false,Player,
hardeme01,1967,BBWAA,292,219,52,false,Player,
lopezal01,1967,Run Off,306,,50,false,Player,1st
slaugen01,1967,Run Off,306,,48,false,Player,1st
vaughar01,1967,BBWAA,292,219,46,false,Player,
lombaer01,1967,BBWAA,292,219,43,false,Player,
kinerra01,1967,Run Off,306,,41,false,Player,1st
kellge01,1967,BBWAA,292,219,40,false,Player,
darkal01,1967,BBWAA,292,219,38,false,Player,
doerrbo01,1967,BBWAA,292,219,35,false,Player,
lemonbo01,1967,BBWAA,292,219,35,false,Player,
vandejo01,1967,Run Off,306,,35,false,Player,1st
lombaer01,1967,Run Off,306,,25,false,Player,1st
waltebu01,1967,Run Off,306,,24,false,Player,1st
bauerha01,1967,BBWAA,292,219,23,false,Player,
marioma01,1967,Run Off,306,,22,false,Player,1st
newsobo01,1967,BBWAA,292,219,19,false,Player,
reynoal01,1967,Run Off,306,,19,false,Player,1st
vaughar01,1967,Run Off,306,,19,false,Player,1st
newcodo01,1967,BBWAA,292,219,18,false,Player,
reesepe01,1967,Run Off,306,,16,false,Player,1st
cavarph01,1967,BBWAA,292,219,15,false,Player,
doerrbo01,1967,Run Off,306,,15,false,Player,1st
vernomi01,1967,BBWAA,292,219,14,false,Player,
hardeme01,1967,Run Off,306,,14,false,Player,1st
hermabi01,1967,Run Off,306,,14,false,Player,1st
mizejo01,1967,Run Off,306,,14,false,Player,1st
rizzuph01,1967,Run Off,306,,14,false,Player,1st
gordojo01,1967,Run Off,306,,13,false,Player,1st
newhoha01,1967,Run Off,306,,13,false,Player,1st
kellge01,1967,Run Off,306,,11,false,Player,1st
dobyla01,1967,BBWAA,292,219,10,false,Player,
thomsbo01,1967,BBWAA,292,219,10,false,Player,
kluszte01,1967,BBWAA,292,219,9,false,Player,
bauerha01,1967,Run Off,306,,9,false,Player,1st
darkal01,1967,Run Off,306,,7,false,Player,1st
lemonbo01,1967,Run Off,306,,7,false,Player,1st
newsobo01,1967,Run Off,306,,6,false,Player,1st
mcdougi01,1967,BBWAA,292,219,4,false,Player,
cavarph01,1967,Run Off,306,,4,false,Player,1st
jenseja01,1967,BBWAA,292,219,3,false,Player,
moorete01,1967,BBWAA,292,219,3,false,Player,
ennisde01,1967,BBWAA,292,219,2,false,Player,
furilca01,1967,BBWAA,292,219,2,false,Player,
heganji01,1967,BBWAA,292,219,2,false,Player,
torgeea01,1967,BBWAA,292,219,2,false,Player,
valoel01,1967,BBWAA,292,219,2,false,Player,
newcodo01,1967,Run Off,306,,2,false,Player,1st
vernomi01,1967,Run Off,306,,2,false,Player,1st
courtcl01,1967,BBWAA,292,219,1,false,Player,
dropowa01,1967,BBWAA,292,219,1,false,Player,
garvene01,1967,BBWAA,292,219,1,false,Player,
hattogr01,1967,BBWAA,292,219,1,false,Player,
hearnji01,1967,BBWAA,292,219,1,false,Player,
martibi02,1967,BBWAA,292,219,1,false,Player,
pafkoan01,1967,BBWAA,292,219,1,false,Player,
dobyla01,1967,Run Off,306,,1,false,Player,1st
thomsbo01,1967,Run Off,306,,1,false,Player,1st
rickebr01,1967,Veterans,,,,true,Pioneer/Executive,
wanerll01,1967,Veterans,,,,true,Player,
medwijo01,1968,BBWAA,283,213,240,true,Player,
camparo01,1968,BBWAA,283,213,205,false,Player,
boudrlo01,1968,BBWAA,283,213,146,false,Player,
slaugen01,1968,BBWAA,283,213,129,false,Player,
kinerra01,1968,BBWAA,283,213,118,false,Player,
mizejo01,1968,BBWAA,283,213,103,false,Player,
reynoal01,1968,BBWAA,283,213,95,false,Player,
marioma01,1968,BBWAA,283,213,89,false,Player,
vaughar01,1968,BBWAA,283,213,82,false,Player,
reesepe01,1968,BBWAA,283,213,81,false,Player,
vandejo01,1968,BBWAA,283,213,79,false,Player,
gordojo01,1968,BBWAA,283,213,77,false,Player,
rizzuph01,1968,BBWAA,283,213,74,false,Player,
newhoha01,1968,BBWAA,283,213,67,false,Player,
waltebu01,1968,BBWAA,283,213,67,false,Player,
doerrbo01,1968,BBWAA,283,213,48,false,Player,
kellge01,1968,BBWAA,283,213,47,false,Player,
lemonbo01,1968,BBWAA,283,213,47,false,Player,
darkal01,1968,BBWAA,283,213,36,false,Player,
moorete01,1968,BBWAA,283,213,33,false,Player,
cavarph01,1968,BBWAA,283,213,23,false,Player,
henrito01,1968,BBWAA,283,213,22,false,Player,
newsobo01,1968,BBWAA,283,213,22,false,Player,
vernomi01,1968,BBWAA,283,213,22,false,Player,
crosefr01,1968,BBWAA,283,213,15,false,Player,
kluszte01,1968,BBWAA,283,213,14,false,Player,
thomsbo01,1968,BBWAA,283,213,13,false,Player,
kellech01,1968,BBWAA,283,213,11,false,Player,
maglisa01,1968,BBWAA,283,213,11,false,Player,
erskica01,1968,BBWAA,283,213,9,false,Player,
newcodo01,1968,BBWAA,283,213,9,false,Player,
coopewa01,1968,BBWAA,283,213,8,false,Player,
dimagdo01,1968,BBWAA,283,213,8,false,Player,
sainjo01,1968,BBWAA,283,213,7,false,Player,
ashburi01,1968,BBWAA,283,213,6,false,Player,
rowesc01,1968,BBWAA,283,213,6,false,Player,
walkedi02,1968,BBWAA,283,213,6,false,Player,
blackew01,1968,BBWAA,283,213,5,false,Player,
leonadu02,1968,BBWAA,283,213,5,false,Player,
mcdougi01,1968,BBWAA,283,213,4,false,Player,
moseswa01,1968,BBWAA,283,213,4,false,Player,
brechha01,1968,BBWAA,283,213,3,false,Player,
jenseja01,1968,BBWAA,283,213,3,false,Player,
mccorfr01,1968,BBWAA,283,213,3,false,Player,
galanau01,1968,BBWAA,283,213,2,false,Player,
lopated01,1968,BBWAA,283,213,2,false,Player,
roepr01,1968,BBWAA,283,213,2,false,Player,
raschvi01,1968,BBWAA,283,213,1,false,Player,
cuyleki01,1968,Veterans,,,,true,Player,
gosligo01,1968,Veterans,,,,true,Player,
musiast01,1969,BBWAA,340,255,317,true,Player,
camparo01,1969,BBWAA,340,255,270,true,Player,
boudrlo01,1969,BBWAA,340,255,218,false,Player,
kinerra01,1969,BBWAA,340,255,137,false,Player,
slaugen01,1969,BBWAA,340,255,128,false,Player,
mizejo01,1969,BBWAA,340,255,116,false,Player,
marioma01,1969,BBWAA,340,255,112,false,Player,
reynoal01,1969,BBWAA,340,255,98,false,Player,
gordojo01,1969,BBWAA,340,255,97,false,Player,
vandejo01,1969,BBWAA,340,255,95,false,Player,
wynnea01,1969,BBWAA,340,255,95,false,Player,
reesepe01,1969,BBWAA,340,255,89,false,Player,
hodgegi01,1969,BBWAA,340,255,82,false,Player,
newhoha01,1969,BBWAA,340,255,82,false,Player,
rizzuph01,1969,BBWAA,340,255,78,false,Player,
schoere01,1969,BBWAA,340,255,65,false,Player,
doerrbo01,1969,BBWAA,340,255,62,false,Player,
kellge01,1969,BBWAA,340,255,60,false,Player,
lemonbo01,1969,BBWAA,340,255,56,false,Player,
henrito01,1969,BBWAA,340,255,50,false,Player,
darkal01,1969,BBWAA,340,255,48,false,Player,
cavarph01,1969,BBWAA,340,255,37,false,Player,
newsobo01,1969,BBWAA,340,255,32,false,Player,
vernomi01,1969,BBWAA,340,255,21,false,Player,
waltebu01,1969,BBWAA,340,255,20,false,Player,
rowesc01,1969,BBWAA,340,255,17,false,Player,
kellech01,1969,BBWAA,340,255,14,false,Player,
dimagdo01,1969,BBWAA,340,255,13,false,Player,
blackew01,1969,BBWAA,340,255,11,false,Player,
kluszte01,1969,BBWAA,340,255,11,false,Player,
ashburi01,1969,BBWAA,340,255,10,false,Player,
walkedi02,1969,BBWAA,340,255,9,false,Player,
sainjo01,1969,BBWAA,340,255,8,false,Player,
minosmi01,1969,BBWAA,340,255,6,false,Player,
thomsbo01,1969,BBWAA,340,255,6,false,Player,
coopewa01,1969,BBWAA,340,255,5,false,Player,
erskica01,1969,BBWAA,340,255,4,false,Player,
leonadu02,1969,BBWAA,340,255,4,false,Player,
moseswa01,1969,BBWAA,340,255,4,false,Player,
coopemo01,1969,BBWAA,340,255,3,false,Player,
mcdougi01,1969,BBWAA,340,255,3,false,Player,
newcodo01,1969,BBWAA,340,255,3,false,Player,
raschvi01,1969,BBWAA,340,255,3,false,Player,
brechha01,1969,BBWAA,340,255,2,false,Player,
lopated01,1969,BBWAA,340,255,2,false,Player,
jenseja01,1969,BBWAA,340,255,1,false,Player,
covelst01,1969,Veterans,,,,true,Player,
hoytwa01,1969,Veterans,,,,true,Player,
boudrlo01,1970,BBWAA,300,225,232,true,Player,
kinerra01,1970,BBWAA,300,225,167,false,Player,
hodgegi01,1970,BBWAA,300,225,145,false,Player,
wynnea01,1970,BBWAA,300,225,140,false,Player,
slaugen01,1970,BBWAA,300,225,133,false,Player,
mizejo01,1970,BBWAA,300,225,126,false,Player,
marioma01,1970,BBWAA,300,225,120,false,Player,
reesepe01,1970,BBWAA,300,225,97,false,Player,
schoere01,1970,BBWAA,300,225,97,false,Player,
kellge01,1970,BBWAA,300,225,90,false,Player,
reynoal01,1970,BBWAA,300,225,89,false,Player,
vandejo01,1970,BBWAA,300,225,88,false,Player,
newhoha01,1970,BBWAA,300,225,80,false,Player,
gordojo01,1970,BBWAA,300,225,79,false,Player,
rizzuph01,1970,BBWAA,300,225,79,false,Player,
doerrbo01,1970,BBWAA,300,225,75,false,Player,
lemonbo01,1970,BBWAA,300,225,75,false,Player,
henrito01,1970,BBWAA,300,225,62,false,Player,
darkal01,1970,BBWAA,300,225,55,false,Player,
cavarph01,1970,BBWAA,300,225,51,false,Player,
snidedu01,1970,BBWAA,300,225,51,false,Player,
waltebu01,1970,BBWAA,300,225,29,false,Player,
dimagdo01,1970,BBWAA,300,225,15,false,Player,
blackew01,1970,BBWAA,300,225,14,false,Player,
newsobo01,1970,BBWAA,300,225,12,false,Player,
ashburi01,1970,BBWAA,300,225,11,false,Player,
vernomi01,1970,BBWAA,300,225,10,false,Player,
coopewa01,1970,BBWAA,300,225,9,false,Player,
sainjo01,1970,BBWAA,300,225,9,false,Player,
kluszte01,1970,BBWAA,300,225,8,false,Player,
kellech01,1970,BBWAA,300,225,7,false,Player,
shantbo01,1970,BBWAA,300,225,7,false,Player,
leonadu02,1970,BBWAA,300,225,5,false,Player,
moseswa01,1970,BBWAA,300,225,5,false,Player,
newcodo01,1970,BBWAA,300,225,5,false,Player,
piercbi02,1970,BBWAA,300,225,5,false,Player,
thomsbo01,1970,BBWAA,300,225,4,false,Player,
brechha01,1970,BBWAA,300,225,3,false,Player,
galanau01,1970,BBWAA,300,225,3,false,Player,
erskica01,1970,BBWAA,300,225,2,false,Player,
furilca01,1970,BBWAA,300,225,2,false,Player,
wertzvi01,1970,BBWAA,300,225,2,false,Player,
jenseja01,1970,BBWAA,300,225,1,false,Player,
lopated01,1970,BBWAA,300,225,1,false,Player,
mcdougi01,1970,BBWAA,300,225,1,false,Player,
roepr01,1970,BBWAA,300,225,1,false,Player,
combsea01,1970,Veterans,,,,true,Player,
frickfo99,1970,Veterans,,,,true,Pioneer/Executive,
haineje01,1970,Veterans,,,,true,Player,
berrayo01,1971,BBWAA,360,270,242,false,Player,
wynnea01,1971,BBWAA,360,270,240,false,Player,
kinerra01,1971,BBWAA,360,270,212,false,Player,
hodgegi01,1971,BBWAA,360,270,180,false,Player,
slaugen01,1971,BBWAA,360,270,165,false,Player,
mizejo01,1971,BBWAA,360,270,157,false,Player,
reesepe01,1971,BBWAA,360,270,127,false,Player,
marioma01,1971,BBWAA,360,270,123,false,Player,
schoere01,1971,BBWAA,360,270,123,false,Player,
reynoal01,1971,BBWAA,360,270,110,false,Player,
kellge01,1971,BBWAA,360,270,105,false,Player,
vandejo01,1971,BBWAA,360,270,98,false,Player,
newhoha01,1971,BBWAA,360,270,94,false,Player,
rizzuph01,1971,BBWAA,360,270,92,false,Player,
lemonbo01,1971,BBWAA,360,270,90,false,Player,
snidedu01,1971,BBWAA,360,270,89,false,Player,
cavarph01,1971,BBWAA,360,270,83,false,Player,
doerrbo01,1971,BBWAA,360,270,78,false,Player,
darkal01,1971,BBWAA,360,270,54,false,Player,
foxne01,1971,BBWAA,360,270,39,false,Player,
newsobo01,1971,BBWAA,360,270,17,false,Player,
dimagdo01,1971,BBWAA,360,270,15,false,Player,
kellech01,1971,BBWAA,360,270,14,false,Player,
vernomi01,1971,BBWAA,360,270,12,false,Player,
sainjo01,1971,BBWAA,360,270,11,false,Player,
ashburi01,1971,BBWAA,360,270,10,false,Player,
haddiha01,1971,BBWAA,360,270,10,false,Player,
kluszte01,1971,BBWAA,360,270,9,false,Player,
newcodo01,1971,BBWAA,360,270,8,false,Player,
brechha01,1971,BBWAA,360,270,7,false,Player,
coopewa01,1971,BBWAA,360,270,7,false,Player,
moseswa01,1971,BBWAA,360,270,7,false,Player,
piercbi02,1971,BBWAA,360,270,7,false,Player,
furilca01,1971,BBWAA,360,270,5,false,Player,
shantbo01,1971,BBWAA,360,270,5,false,Player,
lopated01,1971,BBWAA,360,270,4,false,Player,
mcdougi01,1971,BBWAA,360,270,4,false,Player,
sievero01,1971,BBWAA,360,270,4,false,Player,
thomsbo01,1971,BBWAA,360,270,4,false,Player,
erskica01,1971,BBWAA,360,270,3,false,Player,
leonadu02,1971,BBWAA,360,270,3,false,Player,
roepr01,1971,BBWAA,360,270,3,false,Player,
jenseja01,1971,BBWAA,360,270,2,false,Player,
moonwa01,1971,BBWAA,360,270,2,false,Player,
powervi01,1971,BBWAA,360,270,2,false,Player,
raschvi01,1971,BBWAA,360,270,2,false,Player,
wertzvi01,1971,BBWAA,360,270,2,false,Player,
brutobi01,1971,BBWAA,360,270,1,false,Player,
bancrda01,1971,Veterans,,,,true,Player,
becklja01,1971,Veterans,,,,true,Player,
hafeych01,1971,Veterans,,,,true,Player,
hoopeha01,1971,Veterans,,,,true,Player,
kellejo01,1971,Veterans,,,,true,Player,
marquru01,1971,Veterans,,,,true,Player,
paigesa01,1971,Negro League,,,,true,Player,
weissge99,1971,Veterans,,,,true,Pioneer/Executive,
koufasa01,1972,BBWAA,396,297,344,true,Player,
berrayo01,1972,BBWAA,396,297,339,true,Player,
wynnea01,1972,BBWAA,396,297,301,true,Player,
kinerra01,1972,BBWAA,396,297,235,false,Player,
hodgegi01,1972,BBWAA,396,297,161,false,Player,
mizejo01,1972,BBWAA,396,297,157,false,Player,
slaugen01,1972,BBWAA,396,297,149,false,Player,
reesepe01,1972,BBWAA,396,297,129,false,Player,
marioma01,1972,BBWAA,396,297,120,false,Player,
lemonbo01,1972,BBWAA,396,297,117,false,Player,
kellge01,1972,BBWAA,396,297,115,false,Player,
reynoal01,1972,BBWAA,396,297,105,false,Player,
schoere01,1972,BBWAA,396,297,104,false,Player,
rizzuph01,1972,BBWAA,396,297,103,false,Player,
newhoha01,1972,BBWAA,396,297,92,false,Player,
snidedu01,1972,BBWAA,396,297,84,false,Player,
foxne01,1972,BBWAA,396,297,64,false,Player,
cavarph01,1972,BBWAA,396,297,61,false,Player,
darkal01,1972,BBWAA,396,297,55,false,Player,
dimagdo01,1972,BBWAA,396,297,36,false,Player,
newsobo01,1972,BBWAA,396,297,31,false,Player,
kellech01,1972,BBWAA,396,297,24,false,Player,
sainjo01,1972,BBWAA,396,297,21,false,Player,
vernomi01,1972,BBWAA,396,297,12,false,Player,
ashburi01,1972,BBWAA,396,297,11,false,Player,
kluszte01,1972,BBWAA,396,297,10,false,Player,
thomsbo01,1972,BBWAA,396,297,10,false,Player,
haddiha01,1972,BBWAA,396,297,9,false,Player,
mcmilro01,1972,BBWAA,396,297,9,false,Player,
shantbo01,1972,BBWAA,396,297,9,false,Player,
coopewa01,1972,BBWAA,396,297,8,false,Player,
richabo01,1972,BBWAA,396,297,8,false,Player,
newcodo01,1972,BBWAA,396,297,7,false,Player,
brechha01,1972,BBWAA,396,297,5,false,Player,
leonadu02,1972,BBWAA,396,297,5,false,Player,
erskica01,1972,BBWAA,396,297,4,false,Player,
mcdougi01,1972,BBWAA,396,297,4,false,Player,
piercbi02,1972,BBWAA,396,297,4,false,Player,
raschvi01,1972,BBWAA,396,297,4,false,Player,
wertzvi01,1972,BBWAA,396,297,4,false,Player,
powervi01,1972,BBWAA,396,297,3,false,Player,
sievero01,1972,BBWAA,396,297,3,false,Player,
furilca01,1972,BBWAA,396,297,2,false,Player,
lopated01,1972,BBWAA,396,297,2,false,Player,
roepr01,1972,BBWAA,396,297,2,false,Player,
jenseja01,1972,BBWAA,396,297,1,false,Player,
gibsojo99,1972,Negro League,,,,true,Player,
gomezle01,1972,Veterans,,,,true,Player,
harriwi99,1972,Veterans,,,,true,Pioneer/Executive,
leonabu99,1972,Negro League,,,,true,Player,
youngro01,1972,Veterans,,,,true,Player,
spahnwa01,1973,BBWAA,380,285,316,true,Player,
fordwh01,1973,BBWAA,380,285,255,false,Player,
kinerra01,1973,BBWAA,380,285,235,false,Player,
hodgegi01,1973,BBWAA,380,285,218,false,Player,
roberro01,1973,BBWAA,380,285,213,false,Player,
lemonbo01,1973,BBWAA,380,285,177,false,Player,
mizejo01,1973,BBWAA,380,285,157,false,Player,
slaugen01,1973,BBWAA,380,285,145,false,Player,
marioma01,1973,BBWAA,380,285,127,false,Player,
reesepe01,1973,BBWAA,380,285,126,false,Player,
kellge01,1973,BBWAA,380,285,114,false,Player,
rizzuph01,1973,BBWAA,380,285,111,false,Player,
snidedu01,1973,BBWAA,380,285,101,false,Player,
schoere01,1973,BBWAA,380,285,96,false,Player,
reynoal01,1973,BBWAA,380,285,93,false,Player,
newhoha01,1973,BBWAA,380,285,79,false,Player,
cavarph01,1973,BBWAA,380,285,73,false,Player,
foxne01,1973,BBWAA,380,285,73,false,Player,
darkal01,1973,BBWAA,380,285,53,false,Player,
sainjo01,1973,BBWAA,380,285,47,false,Player,
dimagdo01,1973,BBWAA,380,285,43,false,Player,
newsobo01,1973,BBWAA,380,285,33,false,Player,
ashburi01,1973,BBWAA,380,285,25,false,Player,
vernomi01,1973,BBWAA,380,285,23,false,Player,
kluszte01,1973,BBWAA,380,285,14,false,Player,
burdele01,1973,BBWAA,380,285,12,false,Player,
newcodo01,1973,BBWAA,380,285,11,false,Player,
lawve01,1973,BBWAA,380,285,9,false,Player,
coopewa01,1973,BBWAA,380,285,8,false,Player,
groatdi01,1973,BBWAA,380,285,7,false,Player,
raschvi01,1973,BBWAA,380,285,7,false,Player,
leonadu02,1973,BBWAA,380,285,6,false,Player,
mcmilro01,1973,BBWAA,380,285,5,false,Player,
shantbo01,1973,BBWAA,380,285,5,false,Player,
simmocu01,1973,BBWAA,380,285,5,false,Player,
erskica01,1973,BBWAA,380,285,4,false,Player,
piercbi02,1973,BBWAA,380,285,4,false,Player,
brechha01,1973,BBWAA,380,285,3,false,Player,
thomsbo01,1973,BBWAA,380,285,3,false,Player,
mcdougi01,1973,BBWAA,380,285,2,false,Player,
richabo01,1973,BBWAA,380,285,2,false,Player,
wertzvi01,1973,BBWAA,380,285,2,false,Player,
burgesm01,1973,BBWAA,380,285,1,false,Player,
haddiha01,1973,BBWAA,380,285,1,false,Player,
clemero01,1973,Special Election,,,,true,Player,
evansbi99,1973,Veterans,,,,true,Umpire,
irvinmo01,1973,Negro League,,,,true,Player,
kellyge01,1973,Veterans,,,,true,Player,
welchmi01,1973,Veterans,,,,true,Player,
mantlmi01,1974,BBWAA,365,274,322,true,Player,
fordwh01,1974,BBWAA,365,274,284,true,Player,
roberro01,1974,BBWAA,365,274,224,false,Player,
kinerra01,1974,BBWAA,365,274,215,false,Player,
hodgegi01,1974,BBWAA,365,274,198,false,Player,
lemonbo01,1974,BBWAA,365,274,190,false,Player,
slaugen01,1974,BBWAA,365,274,145,false,Player,
reesepe01,1974,BBWAA,365,274,141,false,Player,
matheed01,1974,BBWAA,365,274,118,false,Player,
rizzuph01,1974,BBWAA,365,274,111,false,Player,
snidedu01,1974,BBWAA,365,274,111,false,Player,
schoere01,1974,BBWAA,365,274,110,false,Player,
reynoal01,1974,BBWAA,365,274,101,false,Player,
kellge01,1974,BBWAA,365,274,94,false,Player,
foxne01,1974,BBWAA,365,274,79,false,Player,
marisro01,1974,BBWAA,365,274,78,false,Player,
newhoha01,1974,BBWAA,365,274,73,false,Player,
cavarph01,1974,BBWAA,365,274,61,false,Player,
ashburi01,1974,BBWAA,365,274,56,false,Player,
darkal01,1974,BBWAA,365,274,54,false,Player,
sainjo01,1974,BBWAA,365,274,51,false,Player,
larsedo01,1974,BBWAA,365,274,29,false,Player,
kluszte01,1974,BBWAA,365,274,28,false,Player,
vernomi01,1974,BBWAA,365,274,27,false,Player,
howarel01,1974,BBWAA,365,274,19,false,Player,
erskica01,1974,BBWAA,365,274,11,false,Player,
coopewa01,1974,BBWAA,365,274,9,false,Player,
haddiha01,1974,BBWAA,365,274,8,false,Player,
burdele01,1974,BBWAA,365,274,7,false,Player,
newcodo01,1974,BBWAA,365,274,7,false,Player,
thomsbo01,1974,BBWAA,365,274,6,false,Player,
lawve01,1974,BBWAA,365,274,5,false,Player,
richabo01,1974,BBWAA,365,274,5,false,Player,
groatdi01,1974,BBWAA,365,274,4,false,Player,
mcmilro01,1974,BBWAA,365,274,4,false,Player,
piercbi02,1974,BBWAA,365,274,4,false,Player,
mcdougi01,1974,BBWAA,365,274,3,false,Player,
raschvi01,1974,BBWAA,365,274,3,false,Player,
shantbo01,1974,BBWAA,365,274,3,false,Player,
simmocu01,1974,BBWAA,365,274,3,false,Player,
virdobi01,1974,BBWAA,365,274,3,false,Player,
burgesm01,1974,BBWAA,365,274,2,false,Player,
colavro01,1974,BBWAA,365,274,2,false,Player,
wertzvi01,1974,BBWAA,365,274,2,false,Player,
bellco99,1974,Negro League,,,,true,Player,
bottoji01,1974,Veterans,,,,true,Player,
conlajo01,1974,Veterans,,,,true,Umpire,
thompsa01,1974,Veterans,,,,true,Player,
kinerra01,1975,BBWAA,362,272,273,true,Player,
roberro01,1975,BBWAA,362,272,263,false,Player,
lemonbo01,1975,BBWAA,362,272,233,false,Player,
hodgegi01,1975,BBWAA,362,272,188,false,Player,
slaugen01,1975,BBWAA,362,272,177,false,Player,
newhoha01,1975,BBWAA,362,272,155,false,Player,
reesepe01,1975,BBWAA,362,272,154,false,Player,
matheed01,1975,BBWAA,362,272,148,false,Player,
cavarph01,1975,BBWAA,362,272,129,false,Player,
snidedu01,1975,BBWAA,362,272,129,false,Player,
sainjo01,1975,BBWAA,362,272,123,false,Player,
rizzuph01,1975,BBWAA,362,272,117,false,Player,
kellge01,1975,BBWAA,362,272,114,false,Player,
schoere01,1975,BBWAA,362,272,94,false,Player,
ashburi01,1975,BBWAA,362,272,76,false,Player,
drysddo01,1975,BBWAA,362,272,76,false,Player,
foxne01,1975,BBWAA,362,272,76,false,Player,
marisro01,1975,BBWAA,362,272,70,false,Player,
darkal01,1975,BBWAA,362,272,48,false,Player,
raschvi01,1975,BBWAA,362,272,37,false,Player,
kluszte01,1975,BBWAA,362,272,33,false,Player,
howarel01,1975,BBWAA,362,272,23,false,Player,
larsedo01,1975,BBWAA,362,272,23,false,Player,
vernomi01,1975,BBWAA,362,272,22,false,Player,
coopewa01,1975,BBWAA,362,272,13,false,Player,
burdele01,1975,BBWAA,362,272,11,false,Player,
newcodo01,1975,BBWAA,362,272,11,false,Player,
thomsbo01,1975,BBWAA,362,272,10,false,Player,
boyerke01,1975,BBWAA,362,272,9,false,Player,
haddiha01,1975,BBWAA,362,272,8,false,Player,
whitewi01,1975,BBWAA,362,272,7,false,Player,
lawve01,1975,BBWAA,362,272,6,false,Player,
wertzvi01,1975,BBWAA,362,272,5,false,Player,
groatdi01,1975,BBWAA,362,272,4,false,Player,
podrejo01,1975,BBWAA,362,272,3,false,Player,
colavro01,1975,BBWAA,362,272,1,false,Player,
virdobi01,1975,BBWAA,362,272,1,false,Player,
averiea01,1975,Veterans,,,,true,Player,
harribu01,1975,Veterans,,,,true,Manager,
hermabi01,1975,Veterans,,,,true,Player,
johnsju99,1975,Negro League,,,,true,Player,
roberro01,1976,BBWAA,388,291,337,true,Player,
lemonbo01,1976,BBWAA,388,291,305,true,Player,
hodgegi01,1976,BBWAA,388,291,233,false,Player,
slaugen01,1976,BBWAA,388,291,197,false,Player,
matheed01,1976,BBWAA,388,291,189,false,Player,
reesepe01,1976,BBWAA,388,291,186,false,Player,
foxne01,1976,BBWAA,388,291,174,false,Player,
snidedu01,1976,BBWAA,388,291,159,false,Player,
rizzuph01,1976,BBWAA,388,291,149,false,Player,
kellge01,1976,BBWAA,388,291,129,false,Player,
schoere01,1976,BBWAA,388,291,129,false,Player,
drysddo01,1976,BBWAA,388,291,114,false,Player,
marisro01,1976,BBWAA,388,291,87,false,Player,
ashburi01,1976,BBWAA,388,291,85,false,Player,
darkal01,1976,BBWAA,388,291,62,false,Player,
coopewa01,1976,BBWAA,388,291,56,false,Player,
howarel01,1976,BBWAA,388,291,55,false,Player,
vernomi01,1976,BBWAA,388,291,52,false,Player,
kluszte01,1976,BBWAA,388,291,50,false,Player,
